mjd,ra,dec,mag,band,status,permid,provid,obstime_text
60797.05475568287,186.3016517,7.4369391,21.981,Lr,p,616827,2001 HL69,2025-05-02T01:18:50.891Z
60798.12406596065,186.1302931,7.4427617,22.403,Lg,p,616827,2001 HL69,2025-05-03T02:58:39.299Z
60799.12884741898,185.9763264,7.4443582,21.853,Lr,p,616827,2001 HL69,2025-05-04T03:05:32.417Z
60795.18912215278,186.615508,7.416814,22.989,Lu,p,616827,2001 HL69,2025-04-30T04:32:20.154Z
60799.014427395836,185.9944499,7.4443692,21.878,Li,p,616827,2001 HL69,2025-05-04T00:20:46.527Z
60799.013440462964,185.9945887,7.4443489,21.995,Li,p,616827,2001 HL69,2025-05-04T00:19:21.256Z
60799.03339486111,185.9914206,7.4443959,21.809,Li,p,616827,2001 HL69,2025-05-04T00:48:05.316Z
60798.08875577546,186.1360567,7.4426423,21.884,Lr,p,616827,2001 HL69,2025-05-03T02:07:48.499Z
60799.11461519676,185.9785648,7.4444001,21.874,Lr,p,616827,2001 HL69,2025-05-04T02:45:02.753Z
60795.06772792824,186.6379121,7.4149271,21.908,Lr,p,616827,2001 HL69,2025-04-30T01:37:31.693Z
60798.03213114583,186.1453842,7.4424044,21.734,Li,p,616827,2001 HL69,2025-05-03T00:46:16.131Z
60797.10119528935,186.2936941,7.4373017,22.368,Lg,p,616827,2001 HL69,2025-05-02T02:25:43.273Z
60797.02575130787,186.306606,7.4367376,21.804,Li,p,616827,2001 HL69,2025-05-02T00:37:04.913Z
60799.01141702546,185.9948976,7.4443723,21.815,Li,p,616827,2001 HL69,2025-05-04T00:16:26.431Z
60798.10649482639,186.1331208,7.4427263,22.253,Lg,p,616827,2001 HL69,2025-05-03T02:33:21.153Z
60797.05863364584,186.3009794,7.4369809,21.974,Lr,p,616827,2001 HL69,2025-05-02T01:24:25.947Z
60797.11385498843,186.2915171,7.4373898,22.378,Lg,p,616827,2001 HL69,2025-05-02T02:43:57.071Z
60799.00996469907,185.9951171,7.4443642,21.812,Li,p,616827,2001 HL69,2025-05-04T00:14:20.950Z
60799.14480019676,185.973808,7.4443923,22.370,Lg,p,616827,2001 HL69,2025-05-04T03:28:30.737Z
60799.10676486111,185.9798101,7.444381,21.895,Lr,p,616827,2001 HL69,2025-05-04T02:33:44.484Z
60795.184964618056,186.6163408,7.4166153,23.149,Lu,p,616827,2001 HL69,2025-04-30T04:26:20.943Z
60797.16629920139,186.2826014,7.4377699,23.300,Lu,p,616827,2001 HL69,2025-05-02T03:59:28.251Z
60797.071761851854,186.2987374,7.437083,21.960,Lr,p,616827,2001 HL69,2025-05-02T01:43:20.224Z
60787.128398657405,188.2040302,7.181907,21.563,Li,p,616827,2001 HL69,2025-04-22T03:04:53.644Z
60798.02721399305,186.1461893,7.4424069,21.631,Li,p,616827,2001 HL69,2025-05-03T00:39:11.289Z
60798.05345306713,186.1418856,7.4425081,21.891,Lr,p,616827,2001 HL69,2025-05-03T01:16:58.345Z
60798.107463657405,186.1329572,7.4427064,22.362,Lg,p,616827,2001 HL69,2025-05-03T02:34:44.860Z
60793.05687954861,187.0025032,7.3777341,21.757,Li,p,616827,2001 HL69,2025-04-28T01:21:54.393Z
60797.05715298611,186.3012217,7.4369679,21.917,Lr,p,616827,2001 HL69,2025-05-02T01:22:18.018Z
60795.15297725694,186.622302,7.4161773,22.282,Lg,p,616827,2001 HL69,2025-04-30T03:40:17.235Z
60798.11717413194,186.1313088,7.4428132,22.465,Lg,p,616827,2001 HL69,2025-05-03T02:48:43.845Z
60790.13272310185,187.5724045,7.2970766,21.806,Lr,p,616827,2001 HL69,2025-04-25T03:11:07.276Z
60797.13193599537,186.2884445,7.4375258,22.312,Lg,p,616827,2001 HL69,2025-05-02T03:09:59.270Z
60797.04140956019,186.3039382,7.4368496,21.780,Li,p,616827,2001 HL69,2025-05-02T00:59:37.786Z
60798.070691354165,186.1390431,7.4425278,21.948,Lr,p,616827,2001 HL69,2025-05-03T01:41:47.733Z
60797.07760084491,186.297742,7.4371257,21.969,Lr,p,616827,2001 HL69,2025-05-02T01:51:44.713Z
60793.16621203704,186.9812556,7.3803404,23.628,Lu,p,616827,2001 HL69,2025-04-28T03:59:20.720Z
60787.13354326389,188.2028761,7.1821292,21.679,Li,p,616827,2001 HL69,2025-04-22T03:12:18.138Z
60797.084025833334,186.2966305,7.4371712,21.988,Lr,p,616827,2001 HL69,2025-05-02T02:00:59.832Z
60799.01491993055,185.9943495,7.4443786,21.829,Li,p,616827,2001 HL69,2025-05-04T00:21:29.082Z
60799.02849907408,185.9921924,7.4443964,21.811,Li,p,616827,2001 HL69,2025-05-04T00:41:02.320Z
60797.16804121528,186.2823135,7.4378662,23.200,Lu,p,616827,2001 HL69,2025-05-02T04:01:58.761Z
60795.1544653588,186.6220182,7.4162066,22.229,Lg,p,616827,2001 HL69,2025-04-30T03:42:25.807Z
60798.06572717593,186.1398587,7.4425685,21.889,Lr,p,616827,2001 HL69,2025-05-03T01:34:38.828Z
60798.136418159724,186.1281921,7.44282,22.331,Lg,p,616827,2001 HL69,2025-05-03T03:16:26.529Z
60797.12118809028,186.2902755,7.4374427,22.404,Lg,p,616827,2001 HL69,2025-05-02T02:54:30.651Z
60797.02622680555,186.3065276,7.4367371,21.782,Li,p,616827,2001 HL69,2025-05-02T00:37:45.996Z
60793.1973171875,186.9751292,7.3808031,22.275,Lg,p,616827,2001 HL69,2025-04-28T04:44:08.205Z
60795.153470613426,186.6221899,7.416176,22.307,Lg,p,616827,2001 HL69,2025-04-30T03:40:59.861Z
60797.05911864583,186.3008889,7.4370002,21.897,Lr,p,616827,2001 HL69,2025-05-02T01:25:07.851Z
60799.13231627315,185.9757663,7.4443821,21.924,Lr,p,616827,2001 HL69,2025-05-04T03:10:32.126Z
60799.02342614583,185.9930083,7.4443705,21.918,Li,p,616827,2001 HL69,2025-05-04T00:33:44.019Z
60798.040941921296,186.1439391,7.4424315,21.883,Lr,p,616827,2001 HL69,2025-05-03T00:58:57.382Z
60794.167485763886,186.7973642,7.4001375,21.845,Lr,p,616827,2001 HL69,2025-04-29T04:01:10.770Z
60797.11674175926,186.2910336,7.4374061,22.368,Lg,p,616827,2001 HL69,2025-05-02T02:48:06.488Z
60799.08746826389,185.9828615,7.4444002,22.036,Lr,p,616827,2001 HL69,2025-05-04T02:05:57.258Z
60798.03262481481,186.1452912,7.4424522,21.979,Li,p,616827,2001 HL69,2025-05-03T00:46:58.784Z
60799.03588642361,185.9910364,7.4443868,21.779,Li,p,616827,2001 HL69,2025-05-04T00:51:40.587Z
60797.07032037037,186.2989797,7.4370804,21.899,Lr,p,616827,2001 HL69,2025-05-02T01:41:15.680Z
60797.099262986114,186.2940218,7.4372895,22.311,Lg,p,616827,2001 HL69,2025-05-02T02:22:56.322Z
60797.104175740744,186.2931822,7.4373314,22.409,Lg,p,616827,2001 HL69,2025-05-02T02:30:00.784Z
60798.1132790625,186.132028,7.4427181,22.350,Lg,p,616827,2001 HL69,2025-05-03T02:43:07.311Z
60790.18428094908,187.56153,7.2987657,21.719,Li,p,616827,2001 HL69,2025-04-25T04:25:21.874Z
60797.13144896991,186.2885184,7.4375219,22.372,Lg,p,616827,2001 HL69,2025-05-02T03:09:17.191Z
60797.12804008102,186.289107,7.4374902,22.393,Lg,p,616827,2001 HL69,2025-05-02T03:04:22.663Z
60797.03208005787,186.3055178,7.436778,21.829,Li,p,616827,2001 HL69,2025-05-02T00:46:11.717Z
60799.02393041667,185.9929276,7.4443784,21.868,Li,p,616827,2001 HL69,2025-05-04T00:34:27.588Z
60797.11625349537,186.2911258,7.437409,22.377,Lg,p,616827,2001 HL69,2025-05-02T02:47:24.302Z
60797.08003701389,186.2973231,7.4371503,21.917,Lr,p,616827,2001 HL69,2025-05-02T01:55:15.198Z
60790.19533728009,187.559156,7.2991939,23.080,Lu,p,616827,2001 HL69,2025-04-25T04:41:17.141Z
60797.12215945602,186.2901187,7.4374504,22.349,Lg,p,616827,2001 HL69,2025-05-02T02:55:54.577Z
60797.09009399306,186.2955915,7.4372316,22.257,Lg,p,616827,2001 HL69,2025-05-02T02:09:44.121Z
60797.03899376158,186.3043482,7.4368402,21.843,Li,p,616827,2001 HL69,2025-05-02T00:56:09.061Z
60799.129869131946,185.9761488,7.4443936,21.886,Lr,p,616827,2001 HL69,2025-05-04T03:07:00.693Z
60797.04042789352,186.3041011,7.4368534,21.795,Li,p,616827,2001 HL69,2025-05-02T00:58:12.970Z
60798.08730983796,186.1362793,7.4426703,21.876,Lr,p,616827,2001 HL69,2025-05-03T02:05:43.570Z
60799.10185649306,185.9805802,7.4443983,21.938,Lr,p,616827,2001 HL69,2025-05-04T02:26:40.401Z
60798.10504244213,186.1333483,7.4427041,22.238,Lg,p,616827,2001 HL69,2025-05-03T02:31:15.667Z
60798.0984456713,186.134415,7.4426622,21.998,Lr,p,616827,2001 HL69,2025-05-03T02:21:45.706Z
60799.08399363426,185.9834172,7.4444039,21.973,Lr,p,616827,2001 HL69,2025-05-04T02:00:57.050Z
60797.09683822917,186.2944448,7.437276,22.437,Lg,p,616827,2001 HL69,2025-05-02T02:19:26.823Z
60793.19200231481,186.9761539,7.3807011,21.807,Lr,p,616827,2001 HL69,2025-04-28T04:36:29.000Z
60795.14854538195,186.6230922,7.4161173,22.265,Lg,p,616827,2001 HL69,2025-04-30T03:33:54.321Z
60799.02652021991,185.9925151,7.4443773,21.994,Li,p,616827,2001 HL69,2025-05-04T00:38:11.347Z
60795.03160109954,186.644534,7.4143844,21.884,Lr,p,616827,2001 HL69,2025-04-30T00:45:30.335Z
60790.14024084491,187.5708086,7.2973091,22.176,Lg,p,616827,2001 HL69,2025-04-25T03:21:56.809Z
60797.09153857639,186.295357,7.4372274,22.339,Lg,p,616827,2001 HL69,2025-05-02T02:11:48.933Z
60798.0193784838,186.1475039,7.44237,21.646,Li,p,616827,2001 HL69,2025-05-03T00:27:54.301Z
60799.14965528935,185.9730308,7.4443749,22.391,Lg,p,616827,2001 HL69,2025-05-04T03:35:30.217Z
60795.035999722226,186.6437297,7.4144556,21.899,Lr,p,616827,2001 HL69,2025-04-30T00:51:50.376Z
60797.093943182874,186.2949423,7.4372428,22.284,Lg,p,616827,2001 HL69,2025-05-02T02:15:16.691Z
60793.14293043981,186.9856954,7.3796444,22.215,Lg,p,616827,2001 HL69,2025-04-28T03:25:49.190Z
60797.075621111115,186.298076,7.4371083,22.044,Lr,p,616827,2001 HL69,2025-05-02T01:48:53.664Z
60799.124344525466,185.9770276,7.4443846,21.941,Lr,p,616827,2001 HL69,2025-05-04T02:59:03.367Z
60797.056197384256,186.3014105,7.4369691,21.933,Lr,p,616827,2001 HL69,2025-05-02T01:20:55.454Z
60795.19554995371,186.614511,7.4167841,23.185,Lu,p,616827,2001 HL69,2025-04-30T04:41:35.516Z
60798.1187055787,186.1311296,7.4427544,22.271,Lg,p,616827,2001 HL69,2025-05-03T02:50:56.162Z
60797.145800405095,186.2860435,7.4375516,23.324,Lu,p,616827,2001 HL69,2025-05-02T03:29:57.155Z
60797.13096672454,186.2885987,7.4375124,22.348,Lg,p,616827,2001 HL69,2025-05-02T03:08:35.525Z
60797.09105386574,186.2954289,7.4372302,22.315,Lg,p,616827,2001 HL69,2025-05-02T02:11:07.054Z
60798.0999846875,186.1341951,7.4426954,21.906,Lr,p,616827,2001 HL69,2025-05-03T02:23:58.677Z
60798.056966805554,186.1412719,7.4425312,21.783,Lr,p,616827,2001 HL69,2025-05-03T01:22:01.932Z
60790.148002766204,187.5691803,7.2975638,22.212,Lg,p,616827,2001 HL69,2025-04-25T03:33:07.439Z
60799.137676782404,185.97492,7.4443878,21.921,Lr,p,616827,2001 HL69,2025-05-04T03:18:15.274Z
60798.09508572917,186.1349975,7.4426737,21.863,Lr,p,616827,2001 HL69,2025-05-03T02:16:55.407Z
60798.086829837965,186.136401,7.442645,21.923,Lr,p,616827,2001 HL69,2025-05-03T02:05:02.098Z
60798.09950956018,186.134261,7.4427089,21.873,Lr,p,616827,2001 HL69,2025-05-03T02:23:17.626Z
60797.09249841435,186.295191,7.4372292,22.310,Lg,p,616827,2001 HL69,2025-05-02T02:13:11.863Z
60798.06962707176,186.1391898,7.4425724,21.906,Lr,p,616827,2001 HL69,2025-05-03T01:40:15.779Z
60797.073689652774,186.298414,7.4371027,21.952,Lr,p,616827,2001 HL69,2025-05-02T01:46:06.786Z
60790.14850923611,187.569068,7.2975646,22.158,Lg,p,616827,2001 HL69,2025-04-25T03:33:51.198Z
60793.203337349536,186.9739697,7.3809359,22.220,Lg,p,616827,2001 HL69,2025-04-28T04:52:48.347Z
60793.05591675926,187.0027017,7.3777124,21.784,Li,p,616827,2001 HL69,2025-04-28T01:20:31.208Z
60797.11142435185,186.2919505,7.4373871,22.349,Lg,p,616827,2001 HL69,2025-05-02T02:40:27.064Z
60798.03551037037,186.1447997,7.4424491,21.834,Li,p,616827,2001 HL69,2025-05-03T00:51:08.096Z
60797.10756269676,186.2926155,7.4373565,22.384,Lg,p,616827,2001 HL69,2025-05-02T02:34:53.417Z
60793.05789295139,187.0022982,7.3777667,21.667,Li,p,616827,2001 HL69,2025-04-28T01:23:21.951Z
60797.10852475694,186.2924403,7.4373694,22.412,Lg,p,616827,2001 HL69,2025-05-02T02:36:16.539Z
60798.012023310184,186.1486616,7.4423498,21.821,Li,p,616827,2001 HL69,2025-05-03T00:17:18.814Z
60798.09311581019,186.1353317,7.4426638,21.870,Lr,p,616827,2001 HL69,2025-05-03T02:14:05.206Z
60795.102194259256,186.6315688,7.415451,21.861,Lr,p,616827,2001 HL69,2025-04-30T02:27:09.584Z
